checked,lastUpdated,link,phanLoai,boNganh,cauHoi,cauTraLoi,TTHCLienQuan,cauHoiLienQuan
True,2025-05-28 21:07:10.294902,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15437&row_limit=1,[],Bộ Tài nguyên và Môi trường,Sản phẩm ảnh viễn thám được sản xuất ở các mức độ nào?,"Theo Khoản 1 Điều 3 Thông tư 10/2015/TT-BTNMT:“1. Sản xuất ảnh viễn thám là quá trình xử lý để tạo ra dữ liệu ảnh viễn thám 1A, ảnh viễn thám 2A, ảnh viễn thám 3A và ảnh viễn thám 3B từ dữ liệu viễn thám mức 0.”",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000652'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15438&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15439&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15441&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15442&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15443&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15444&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15445&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15446&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15447&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15448&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15449&row_limit=1']"
True,2025-05-28 21:07:15.811993,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13348&row_limit=1,[],Bộ Khoa học và Công nghệ ( Bộ TTTT cũ),"Số lượng hồ sơ thay đổi thời lượng phát sóng, thời lượng chương trình tự sản xuất của kênh phát thanh, kênh truyền hình quy định trong giấy phép hoạt động phát thanh, giấy phép hoạt động truyền hình.",01 bộ,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002790'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13334&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13335&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13336&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13337&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13338&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13339&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13340&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13341&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13347&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13349&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13586&row_limit=1']"
True,2025-05-28 21:17:29.208464,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13340&row_limit=1,[],Bộ Khoa học và Công nghệ ( Bộ TTTT cũ),"Thành phần hồ sơ cấp Giấy phép hoạt động phát thanh, Giấy phép hoạt động truyền hình?","Hồ sơ gồm có: 
a) Văn bản đề nghị của cơ quan chủ quản.
b) Tờ khai của cơ quan chủ quản đề nghị cấp giấy phép hoạt động phát thanh, giấy phép hoạt động truyền hình - theo mẫu.
c) Đề án thành lập tổ chức hoạt động phát thanh, truyền hình được cơ quan chủ quản phê duyệt - theo mẫu.
d) Danh sách nhân sự dự kiến - theo mẫu.
đ) Các giấy tờ hợp pháp của người dự kiến là người đứng đầu cơ quan, tổ chức hoạt động phát thanh, truyền hình, gồm có:
 - Sơ yếu lý lịch - theo mẫu.
 - Bản sao có chứng thực bằng tốt nghiệp đại học trở lên.
- Bản sao Thẻ Nhà báo còn hiệu lực.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002790'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13334&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13335&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13336&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13337&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13338&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13339&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13341&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13347&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13348&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13349&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13586&row_limit=1']"
True,2025-05-28 21:17:53.828948,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13347&row_limit=1,[],Bộ Khoa học và Công nghệ ( Bộ TTTT cũ),"Thành phần hồ sơ thay đổi thời lượng phát sóng, thời lượng chương trình tự sản xuất của kênh phát thanh, kênh truyền hình quy định trong giấy phép hoạt động phát thanh, giấy phép hoạt động truyền hình.","a) Văn bản đề nghị của cơ quan chủ quản tổ chức hoạt động phát thanh, truyền hình tỉnh, thành phố trực thuộc Trung ương hoặc Bộ, ngành. Đối với Đài Tiếng nói Việt Nam, Đài Truyền hình Việt Nam, văn bản đề nghị phải do người đứng đầu cơ quan ký.
b) Báo cáo về nội dung đề nghị thay đổi (Mẫu số 8 ban hành kèm theo Thông tư 36/2016/TT-BTTTT).",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002790'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13334&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13335&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13336&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13337&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13338&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13339&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13340&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13341&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13348&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13349&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13586&row_limit=1']"
True,2025-05-28 21:07:35.403836,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13341&row_limit=1,[],Bộ Khoa học và Công nghệ ( Bộ TTTT cũ),"Thời gian giải quyết hồ sơ cấp cấp Giấy phép hoạt động phát thanh, Giấy phép hoạt động truyền hình",Trong thời hạn tối đa 90 (chín mươi) ngày kể từ ngày nhận đủ hồ sơ hợp lệ.,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002790'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13334&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13335&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13336&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13337&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13338&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13339&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13340&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13347&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13348&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13349&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13586&row_limit=1']"
True,2025-05-28 21:08:01.811333,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13334&row_limit=1,[],Bộ Khoa học và Công nghệ ( Bộ TTTT cũ),"Thời gian để được cấp sửa đổi, bổ sung giấy phép sau khi doanh nghiệp có hồ sơ đề nghị?","Trong thời hạn 15 ngày làm việc kể từ ngày nhận được hồ sơ hợp lệ. Trường hợp không cấp Giấy phép, Bộ Thông tin và Truyền thông có văn bản trả lời nêu rõ lý do.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002790'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13335&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13336&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13337&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13338&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13339&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13340&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13341&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13347&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13348&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13349&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13586&row_limit=1']"
True,2025-05-28 21:08:07.868178,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13349&row_limit=1,[],Bộ Khoa học và Công nghệ ( Bộ TTTT cũ),"Thời hạn giải quyết hồ sơ thay đổi thời lượng phát sóng, thời lượng chương trình tự sản xuất của kênh phát thanh, kênh truyền hình quy định trong giấy phép hoạt động phát thanh, giấy phép hoạt động truyền hình.",Tối đa 30 (ba mươi) ngày kể từ ngày nhận đủ hồ sơ hợp lệ.,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002790'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13334&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13335&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13336&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13337&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13338&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13339&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13340&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13341&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13347&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13348&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13586&row_limit=1']"
True,2025-05-28 21:08:12.251579,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13682&row_limit=1,[],Bộ Khoa học và Công nghệ ( Bộ TTTT cũ),Trong trường hợp nào doanh nghiệp viễn thông phải thực hiện thủ tục cấp mới giấy phép kinh doanh dịch vụ viễn thông?,"Theo quy định tại Khoản 10 Điều 24c Nghị định số 81/2016/NĐ-CP, Doanh nghiệp đã được cấp giấy phép kinh doanh dịch vụ viễn thông muốn tiếp tục kinh doanh dịch vụ viễn thông theo nội dung giấy phép đã được cấp phải gửi hồ sơ đề nghị cấp mới giấy phép tới Cơ quan quản lý chuyên ngành về viễn thông ít nhất 60 ngày làm việc trước ngày giấy phép hết hạn. Hồ sơ đề nghị cấp mới giấy phép kinh doanh dịch vụ viễn thông công cộng bao gồm các tài liệu quy định Điều 23 Nghị định này và báo cáo tình hình thực hiện giấy phép kể từ ngày được cấp tới ngày đề nghị cấp mới giấy phép theo Mẫu số 06 tại Phụ lục ban hành kèm theo Nghị định này.Việc xét cấp mới giấy phép kinh doanh dịch vụ viễn thông được thực hiện theo quy định về điều kiện cấp giấy phép kinh doanh dịch vụ viễn thông quy định tại Điều 23a Nghị định này ngoại trừ quy định “doanh nghiệp không đang trong quá trình chia, tách, hợp nhất, sáp nhập, chuyển đổi, giải thể, phá sản theo quyết định đã được ban hành”, có xem xét việc tuân thủ quy định trong giấy phép kinh doanh dịch vụ viễn thông đề nghị được cấp mới và quyền lợi hợp pháp của người sử dụng dịch vụ viễn thông.Giấy phép cấp mới có giá trị hiệu lực kể từ ngày hết hạn của giấy phép đề nghị được cấp mới. Thời hạn của giấy phép cấp mới được xét theo quy định tại khoản 2 Điều 34 Luật viễn thông.Việc công bố nội dung cấp mới giấy phép kinh doanh dịch vụ viễn thông được thực hiện theo quy định tại khoản 6 Điều 23 Nghị định này.”",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004368'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13672&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13673&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13674&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13678&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13679&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13684&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13685&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13686&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13690&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13704&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13709&row_limit=1']"
True,2025-05-28 21:08:16.296790,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13336&row_limit=1,[],Bộ Khoa học và Công nghệ ( Bộ TTTT cũ),"Trường hợp doanh nghiệp thay đổi về trung tâm thu phát, công nghệ kỹ thuật, loại hình dịch vụ thì doanh nghiệp?","Doanh nghiệp phải làm thủ tục hồ sơ như lần đầu cấp giấy phép, thủ tục quy định tại khoản 2, 3 Điểu 12, Nghị định số 06/2016/NĐ-CP",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002790'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13334&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13335&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13337&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13338&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13339&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13340&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13341&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13347&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13348&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13349&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13586&row_limit=1']"
True,2025-05-28 21:20:33.917162,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17001&row_limit=1,[],Bộ Tư pháp,Xin cho biết về thủ tục cấp Chứng chỉ hành nghề luật sư đối với người được miễn tập sự hành nghề luật sư thế nào?,"Người được miễn tập sự hành nghề luật sư có hồ sơ đề nghị cấp Chứng chỉ hành nghề luật sư gửi Sở Tư pháp nơi người đó thường trú. Hồ sơ gồm có:
- Đơn đề nghị cấp Chứng chỉ hành nghề luật sư theo mẫu do Bộ Tư pháp ban hành.
- Phiếu lý lịch tư pháp.
- Giấy chứng nhận sức khoẻ.
- Bản sao Bằng cử nhân luật hoặc bản sao Bằng thạc sỹ luật, trừ những người là giáo sư, phó giáo sư chuyên ngành luật, tiến sỹ luật.
- Bản sao giấy tờ chứng minh là người được miễn tập sự hành nghề luật sư:3. Trong thời hạn bảy ngày làm việc, kể từ ngày nhận đủ hồ sơ hợp lệ, Sở Tư pháp có trách nhiệm kiểm tra hồ sơ, trong trường hợp cần thiết thì tiến hành xác minh tính hợp pháp của hồ sơ và có văn bản đề nghị kèm theo hồ sơ cấp Chứng chỉ hành nghề luật sư gửi Bộ Tư pháp. Trong thời hạn hai mươi ngày, kể từ ngày nhận đủ hồ sơ hợp lệ, Bộ trưởng Bộ Tư pháp quyết định cấp Chứng chỉ hành nghề luật sư; trong trường hợp từ chối phải thông báo bằng văn bản và nêu rõ lý do cho người đề nghị cấp Chứng chỉ hành nghề luật sư và Sở Tư pháp nơi gửi hồ sơ đề nghị cấp Chứng chỉ hành nghề luật sư.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000688'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16995&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16996&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16997&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16998&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16999&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17000&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17002&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17018&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17167&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17168&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17169&row_limit=1']"
True,2025-05-28 21:19:30.416085,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13339&row_limit=1,[],Bộ Khoa học và Công nghệ ( Bộ TTTT cũ),"Điều kiện cấp Giấy phép hoạt động phát thanh, giấy phép hoạt động truyền hình?","1. Xác định loại hình báo chí; tôn chỉ, Mục đích phù hợp với chức năng, nhiệm vụ của cơ quan chủ quản; đối tượng phục vụ; chương trình, thời gian, thời lượng, phương thức truyền dẫn, phát sóng.
2. Có phương án về tổ chức và nhân sự bảo đảm hoạt động của cơ quan báo chí; có người đủ tiêu chuẩn theo quy định tại Khoản 2 Điều 23 của Luật này để đảm nhiệm chức vụ người đứng đầu cơ quan báo chí.
3. Có tên và biểu tượng kênh phát thanh, kênh truyền hình; tên và hình thức trình bày tên chuyên trang của báo điện tử.
4. Có trụ sở và các Điều kiện cơ sở vật chất, kỹ thuật; phương án tài chính; có các giải pháp kỹ thuật bảo đảm an toàn, an ninh thông tin; phải có phương án, kế hoạch thuê hoặc sử dụng hạ tầng truyền dẫn, phát sóng.
5. Phù hợp với quy hoạch phát triển và quản lý báo chí toàn quốc được Thủ tướng Chính phủ phê duyệt.
6. Sau khi được cấp giấy phép hoạt động báo chí, cơ quan chủ quản báo chí ra quyết định thành lập cơ quan báo chí và thông báo trên các phương tiện thông tin đại chúng. 
7. 09 tháng đối với báo nói, báo hình, kể từ ngày giấy phép hoạt động báo chí có hiệu lực, nếu cơ quan báo chí không được thành lập hoặc không có sản phẩm báo chí thì giấy phép hết hiệu lực. Bộ Thông tin và Truyền thông ra quyết định thu hồi giấy phép. 
8. Chậm nhất là 30 ngày trước ngày dự kiến chấm dứt hoạt động, cơ quan báo chí phải thông báo bằng văn bản cho Bộ Thông tin và Truyền thông để thu hồi giấy phép hoạt động báo chí và thông báo trên phương tiện thông tin đại chúng.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002790'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13334&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13335&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13336&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13337&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13338&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13340&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13341&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13347&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13348&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13349&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13586&row_limit=1']"
True,2025-05-28 21:21:15.418892,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17002&row_limit=1,[],Bộ Tư pháp,Để chứng minh được miễn tập sự hành nghề luật sư cần có những giấy tờ gì?,"+ Bản sao Quyết định bổ nhiệm thẩm phán, kiểm sát viên, điều tra viên hoặc Nghị quyết của Hội đồng nhân dân, Biên bản bầu thẩm phán của Hội đồng nhân dân đối với trường hợp thẩm phán do Hội đồng nhân dân cấp huyện, cấp tỉnh bầu.
+ Bản sao Quyết định phong hàm Giáo sư, Phó Giáo sư chuyên ngành luật sư hoặc bản sao bằng tiến sỹ luật.
+ Bản sao Quyết định bổ nhiệm thẩm tra viên cao cấp ngành Tòa án, kiểm tra viên cao cấp ngành Kiểm sát, chuyên viên cao cấp, nghiên cứu viên cao cấp, giảng viên cao cấp chuyên ngành luật.
+ Giấy xác nhận về thời gian công tác trong lĩnh vực pháp luật của cơ quan nơi người đó công tác.
+ Các giấy tờ hợp pháp khác chứng minh là người được miễn tập sự hành nghề luật sư.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000688'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16995&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16996&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16997&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16998&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16999&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17000&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17001&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17018&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17167&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17168&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17169&row_limit=1']"
