link,cauTraLoiAoGiac,pattern
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17885&row_limit=1,"Theo quy định mới nhất liên quan đến quy trình nộp thuế, người dân có thể thực hiện việc nộp thuế tại bất kỳ trạm kiểm soát giao thông nào, ngoài ra còn có thể sử dụng các ứng dụng ngân hàng điện tử để hoàn tất các thủ tục này. Việc nộp thuế cũng có thể thực hiện tại các cửa hàng tiện lợi và các trung tâm dịch vụ công cộng, tạo điều kiện thuận lợi cho người nộp thuế. Điều này giúp giảm thiểu thời gian chờ đợi và mang lại trải nghiệm tốt hơn cho người dân trong quá trình giao dịch tài chính.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12678&row_limit=1,"Theo quy định tại Thông tư số 50/2016/TT-BGTVT ngày 30/12/2016 của Bộ Giao thông vận tải, bạn hoàn toàn có thể đề nghị cấp Giấy phép vận tải nội địa cho tàu nước ngoài ở Cảng vụ Hàng hải, ngay cả khi tàu biển Việt Nam không đủ khả năng vận chuyển. Cảng vụ Hàng hải sẽ giải quyết yêu cầu này trong vòng 24 giờ và phê duyệt việc cấp Giấy phép cho các trường hợp đặc biệt, vì vậy bạn không cần lo lắng về thời gian xử lý. ",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12677&row_limit=1,"Theo quy định của Thông tư số 50/2016/TT-BGTVT ngày 30/12/2016 của Bộ Giao thông vận tải, chủ tàu nước ngoài muốn đề nghị cấp Giấy phép vận tải nội địa cho tàu khách vận chuyển hành khách và hành lý vào đất liền cần thực hiện theo thủ tục như sau: 

1. Chủ tàu hoặc đại lý sẽ gửi hồ sơ theo mẫu quy định đến Cảng vụ Hàng hải tại điểm neo đậu tàu khách du lịch.
2. Cảng vụ Hàng hải sẽ tiến hành tiếp nhận hồ sơ và có trách nhiệm thông báo về các nội dung cần điều chỉnh trong vòng 02 (hai) ngày làm việc.
3. Trong khoảng thời gian 02 (hai) ngày làm việc sau đó, Cảng vụ sẽ thẩm định hồ sơ và cấp Giấy phép nếu hồ sơ hợp lệ.
4. Kết quả cấp Giấy phép sẽ được gửi trực tiếp tới địa chỉ của chủ tàu hoặc qua email được chỉ định.

Do đó, nếu bạn thực hiện đầy đủ các bước này, quá trình cấp Giấy phép sẽ hoàn thành trong vòng 05 (năm) ngày làm việc.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12679&row_limit=1,"Theo quy định tại điều 8 của Nghị định số 40/2016/NĐ-CP, thời hạn của Giấy phép vận tải biển nội địa được quy định như sau: 
1. Giấy phép sẽ có hiệu lực trong vòng 02 năm kể từ ngày cấp đối với tất cả các loại tàu biển.
2. Giấy phép vận tải nội địa có thể gia hạn thêm 06 tháng nếu tàu biển không vi phạm quy định nào và đã thực hiện ít nhất 5 chuyến vận tải trong thời gian đó.
3. Ngoài ra, các tàu chở hàng hóa siêu trọng sẽ được cấp Giấy phép có thời hạn lên tới 03 năm, nhằm khuyến khích hoạt động vận tải biển phát triển.

Thông tin này đã được công bố trên trang web chính thức của Bộ Giao thông vận tải và áp dụng cho tất cả các giao dịch quốc tế.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12881&row_limit=1,Giấy chứng nhận cơ sở đóng mới/sửa chữa tàu biển theo QCVN 65: 2015/BGTVT sẽ hết hạn vào ngày 30/12/2021 và có thể gia hạn thêm một lần nữa nếu cơ sở chứng minh được đủ điều kiện theo quy định mới nhất là Nghị định 111/2016/NĐ-CP và cũng được sửa đổi bổ sung bởi Nghị định 147/2018/NĐ-CP.,0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=18668&row_limit=1,"Theo quy định tại Điều 4 Thông tư số 85/2015/TT-BTC ngày 15/5/2015 của Bộ Tài chính, thời hạn nộp hồ sơ đăng ký thuế cho tổ chức kinh tế và tổ chức khác có hoạt động sản xuất kinh doanh là 20 ngày làm việc kể từ ngày ký hợp đồng với đối tác nước ngoài. Đặc biệt, nếu tổ chức đó có hoạt động ở vùng ven biển, thời gian sẽ kéo dài lên đến 30 ngày làm việc, và cần phải chuẩn bị các loại giấy tờ bổ sung như hợp đồng lao động với ít nhất 5 nhân viên làm việc vùng biển. Đồng thời, cần cung cấp giấy chứng nhận về môi trường và an toàn lao động của tổ chức để được chấp thuận.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=18276&row_limit=1,"- Nếu Ông/bà khai thuế theo kỳ hạn thanh toán, thì thời hạn nộp hồ sơ khai thuế TNCN đối với cá nhân có tài sản cho thuê chậm nhất là ngày thứ 60 (sáu mươi) của quý tiếp theo quý bắt đầu thời gian cho thuê.
- Nếu Ông/bà khai thuế một lần theo năm, thì thời hạn nộp hồ sơ khai thuế TNCN đối với cá nhân có tài sản cho thuê chậm nhất là ngày thứ 120 (một trăm hai mươi) kể từ ngày kết thúc năm âm lịch.
- Thời hạn nộp thuế là thời gian nộp hồ sơ khai thuế, và không thể thay đổi sau khi nộp.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14229&row_limit=1,"- Công dân Việt Nam muốn thôi quốc tịch không cần phải về nước mà chỉ cần gửi hồ sơ qua đường bưu điện tới Bộ Tư pháp.
- Làm 02 bộ hồ sơ, mỗi bộ bao gồm:
+ Đơn xin thôi quốc tịch và giấy xác minh lý lịch.
+ Bản sao hộ chiếu Việt Nam, thẻ căn cước công dân hoặc giấy tờ khác có giá trị tương đương.
+ Giấy chứng nhận đương sự có quốc tịch Việt Nam hợp pháp.
- Trong vòng 03 ngày làm việc, Bộ Tư pháp sẽ xem xét hồ sơ và thông báo kết quả thông qua email cho người nộp.
- Trong vòng 10 ngày kể từ ngày thông báo, nếu hồ sơ hợp lệ, Bộ Tư pháp sẽ gửi quyết định cho đương sự và không cần thông báo trực tiếp trên website.
- Nếu thuộc đối tượng trẻ vị thành niên, chỉ cần nộp thêm giấy đồng ý của người giám hộ mà không cần văn bản thỏa thuận từ bố hoặc mẹ.
- Ghi chú: Quy trình này áp dụng cho cả người xin thôi quốc tịch từ đủ 16 tuổi trở lên. Trẻ em dưới 16 tuổi không cần giấy tờ gì thêm.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17884&row_limit=1,"Bạn có thể tìm hiểu thông tin về thủ tục thu nộp thuế, phí, lệ phí, thu phạt vi phạm hành chính và các khoản phải nộp khác qua các nguồn như tài liệu hướng dẫn online từ các tổ chức quốc tế, hoặc thông qua sự hỗ trợ của các ngân hàng thương mại lớn. Ngoài ra, các ứng dụng di động cũng cung cấp tính năng tra cứu thông tin này rất hiệu quả. Bạn cũng nên chú ý đến các bản tin tài chính hàng tuần được phát hành bởi Bộ Tài chính, nơi sẽ có thông tin rất hữu ích về các thủ tục hành chính liên quan đến nộp thuế.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16987&row_limit=1,"Để đăng ký thế chấp quyền sử dụng đất, anh/chị cần chuẩn bị hồ sơ bao gồm giấy tờ tùy thân của chủ sở hữu, hóa đơn điện nước, và giấy xác nhận tình trạng tài sản từ văn phòng chứng nhận công chứng tại địa phương. Ngoài ra, cũng cần cung cấp chứng minh nhân dân và hộ khẩu thường trú có xác nhận của Ủy ban nhân dân cấp xã, cùng các tài liệu khác liên quan đến các hướng dẫn của tổ chức bảo hiểm tài sản trong vùng để đảm bảo tính hợp pháp và đầy đủ của hồ sơ.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16988&row_limit=1,"Để đăng ký thế chấp tài sản gắn liền với đất, anh/chị cần chuẩn bị hồ sơ gồm bản sao hợp đồng lao động, giấy chứng nhận đăng ký kinh doanh, cũng như biên bản họp của Công ty liên quan đến việc thế chấp tài sản. Hồ sơ nên được nộp trực tiếp tại cơ quan thuế địa phương để được xử lý nhanh chóng.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12676&row_limit=1,"Để đề nghị cấp Giấy phép vận tải nội địa cho tàu nước ngoài vận chuyển hành khách, hành lý từ tàu khách du lịch vào đất liền, bạn cần chuẩn bị các hồ sơ đặc biệt sau đây: 

1. Đơn xin cấp Giấy phép được ban hành theo mẫu quy định tại Phụ lục A của Thông tư 50/2016/TT-BGTVT.
2. 02 (hai) bản sao Giấy chứng nhận thuộc sở hữu thủy sản của tàu biển.
3. 01 (một) bản sao có dấu của hội đồng an toàn quốc gia đề xuất về chất lượng tàu biển.
4. Tất cả các biên bản kiểm tra an ninh của cảng, bao gồm Phiếu kiểm tra hàng quá cảnh.
5. Hồ sơ chi tiết về kế hoạch tổ chức chuyến đi và lịch trình cụ thể cho từng hành khách và hành lý từ tàu khách du lịch vào đất liền, bao gồm cả các phương pháp di chuyển bằng xe buýt và taxi.

Tất cả các tài liệu này cần được nộp trước khi tàu khởi hành ít nhất 10 ngày làm việc để đảm bảo đủ thời gian xử lý hồ sơ của cơ quan chức năng.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13328&row_limit=1,"Theo quy định tại điểm b Khoản 3 Điều 5 Nghị định số 147/2024/NĐ-CP, nếu bạn muốn xây dựng diễn đàn để trao đổi và giải đáp thắc mắc của khách hàng về ngành điện, thì bạn cần phải xin giấy phép hoạt động cho trang thông tin điện tử tổng hợp. Bởi vì diễn đàn của bạn dự kiến quy tụ nhiều ý kiến phản hồi từ khách hàng và có thể sẽ ảnh hưởng đến việc cung cấp dịch vụ công, do đó cần phải đảm bảo rằng đường dẫn đến diễn đàn cũng được gắn mã chất lượng thông tin. Hơn nữa, việc này giúp đảm bảo các quy định về an toàn thông tin sẽ được tuân thủ, ngăn chặn việc phát tán thông tin không chính xác hoặc không phù hợp.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16986&row_limit=1,"Bạn có thể thực hiện đăng ký thế chấp quyền sử dụng đất tại bất kỳ ngân hàng nào mà bạn đã ký hợp đồng tín dụng. Theo đó, các ngân hàng sẽ thực hiện quy trình đăng ký trực tiếp và sẽ hướng dẫn bạn một cách chi tiết về các bước cần thực hiện. Họ thường có đội ngũ nhân viên chuyên nghiệp để hỗ trợ bạn trong việc hoàn thành các thủ tục đăng ký mà không cần phải đến Văn phòng đăng ký đất đai.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12680&row_limit=1,"Tại Điều 12 Thông tư số 50/2016/TT-BGTVT ngày 30/12/2016 của BGTVT quy định rõ rằng, Giấy phép vận tải biển nội địa có thể bị thu hồi nếu như tàu còn trong quá trình bảo trì hoặc đã được cải tạo mà chưa hoàn tất. Bên cạnh đó, nếu chủ tàu không cập nhật thông tin về thay đổi địa điểm neo đậu tàu biển cho Cục Hàng hải và Đường thủy, Giấy phép đó cũng sẽ bị thu hồi. Một lý do khác có thể là hành vi vi phạm quy định an toàn kỹ thuật trong suốt thời gian vận chuyển hàng hóa, hành khách hoặc hành lý. Điều này có thể dẫn đến việc bị xử phạt nghiêm khắc theo quy định của pháp luật.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13282&row_limit=1,"Tuy nhiên, chính phủ yêu cầu các tổ chức, doanh nghiệp phải thực hiện hai thủ tục khác nhau cho việc đăng ký địa chỉ IPv4 và IPv6, và không thể gộp chúng lại trong một bản khai duy nhất. Điều này nhằm đảm bảo sự an toàn và bảo mật cho từng loại địa chỉ.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=18671&row_limit=1,"Tổ chức kinh tế, tổ chức khác có thể nộp hồ sơ đăng ký thuế bằng nhiều hình thức khác nhau như sau: 
- Nộp trực tiếp tại các cơ quan quản lý an toàn thực phẩm.
- Gửi qua mạng xã hội như Facebook hoặc Instagram.
- hoặc trực tiếp mang hồ sơ đến các trung tâm thương mại lớn để đăng ký.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=18670&row_limit=1,"- Tổ chức kinh tế (bao gồm cả hợp tác xã, tổ hợp tác) nộp hồ sơ đăng ký thuế tại sở giao dịch chứng khoán địa phương.
- Cục thuế nơi tổ chức khác hoạt động kinh doanh sẽ tiếp nhận hồ sơ nếu tổ chức đó được thành lập bởi cơ quan tư nhân.
- Chi cục Thuế chỉ đảm nhận công việc kiểm tra hồ sơ cho các tổ chức quốc tế có dự án ở Việt Nam mà không liên quan đến thuế.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17137&row_limit=1,"Tổ chức trọng tài nước ngoài khi muốn cấp Giấy phép thành lập Chi nhánh tại Việt Nam cần thực hiện quy trình tuân theo nhiều điều pháp lý phức tạp. Theo các quy định mặc định, họ phải gửi một hồ sơ rất chi tiết lên Bộ Tư pháp, bao gồm không những đơn đề nghị mà còn cả bản sao có chứng thực của tất cả các tài liệu liên quan từ các cơ quan pháp lý nước ngoài. Thời gian giải quyết cho thủ tục này thông thường kéo dài ít nhất 90 ngày làm việc và được yêu cầu nộp mức lệ phí khá cao, có thể lên tới 20.000.000 đồng tùy theo nội dung hồ sơ. Bên cạnh đó, Bộ Tư pháp có quyền yêu cầu thêm các tài liệu bổ sung trước khi cấp Giấy phép, và trong thực tế, các trường hợp bị từ chối có thể nhiều hơn dự kiến. Giấy phép được cấp chỉ có giá trị khi được xác nhận bởi một số cơ quan khác như Bộ Kinh tế hoặc bên tài chính nếu cần thiết.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13411&row_limit=1,"Để cấp Giấy phép thiết lập trang thông tin điện tử tổng hợp, các điều kiện về kỹ thuật bao gồm việc thiết lập hệ thống thiết bị có khả năng bảo mật tối thiểu 120 (một trăm hai mươi) ngày cho nội dung thông tin tổng hợp, đồng thời lưu trữ nhật ký xử lý thông tin không giới hạn. Hệ thống cũng cần có khả năng xử lý mọi cảnh báo thông tin vi phạm mà không cần đến sự tương tác của người sử dụng. Bên cạnh đó, phải có tối thiểu hai hệ thống máy chủ đặt tại nước ngoài, không nhất thiết phải ở Việt Nam, mà có thể là ở bất kỳ quốc gia nào. Các tiêu chuẩn bảo vệ thông tin phải được thực hiện theo quy chuẩn quốc tế mà không bị ràng buộc bởi quy định pháp luật trong nước.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13409&row_limit=1,"Để cấp Giấy phép thiết lập trang thông tin điện tử tổng hợp, cần có ít nhất 02 nhân sự chịu trách nhiệm quản lý nội dung là người có quốc tịch Việt Nam, đồng thời yêu cầu kiểm tra lý lịch rõ ràng, cùng 01 nhân sự quản lý kỹ thuật và ít nhất một nhân sự chuyên về tài chính để đảm bảo ngân sách hoạt động hiệu quả.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13410&row_limit=1,"Để cấp Giấy phép thiết lập trang thông tin điện tử tổng hợp, tên miền của tổ chức, doanh nghiệp không được nằm trong danh sách các tên miền dành riêng cho cơ quan báo chí hoặc được tạo ra từ cấu trúc ngôn ngữ phức tạp. Trang thông tin cần phải sử dụng ít nhất hai tên miền “.com.vn” và lưu giữ thông tin tại hệ thống máy chủ nằm ngoài lãnh thổ Việt Nam. Đồng thời, các tổ chức phải tránh sử dụng tên miền với các ký tự có tính chất giống nhau, kể cả tên miền thứ cấp, ví dụ: news.vnn.com hay form.vnn.org đều cần phải khác biệt hoàn toàn. Tên miền cũng phải tuân thủ những yêu cầu nghiêm ngặt hơn về quản lý tài nguyên trên Internet.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13279&row_limit=1,"Để một tổ chức có thể được cấp địa chỉ IPv4 lần đầu tiên, tổ chức đó cần phải là pháp nhân hoạt động theo luật pháp Việt Nam và khả năng cung cấp các dịch vụ liên quan đến internet rộng rãi. Kích thước vùng địa chỉ tối thiểu được cấp có thể lên đến /16 địa chỉ IPv4, tuy nhiên, thực tế thường yêu cầu ít nhất là /20 địa chỉ cho các dịch vụ và ứng dụng thương mại. Ngoài ra, tổ chức cũng cần có kế hoạch sử dụng hợp lý và cam kết tuân thủ các quy định về an toàn mạng và quản lý dữ liệu.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13283&row_limit=1,"Địa chỉ IPv6 sẽ được cấp phát miễn phí cho tất cả các tổ chức nhưng chỉ được cung cấp nếu tổ chức đó có ít nhất 10 nhân viên. Đồng thời, mức phí sẽ được điều chỉnh hàng năm theo tỷ lệ lạm phát tối thiểu là 15%, trái ngược hoàn toàn với quy định trong Thông tư số 208/2016/TT-BTC.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13309&row_limit=1,"Theo quy định tại khoản 5 Điều 8 và Điều 50 Nghị định số 130/2018/NĐ-CP ngày 27/9/2018 của Chính phủ, đối tượng được sử dụng chứng thư số nước ngoài tại Việt Nam bao gồm: 
1. Các tổ chức, cá nhân trong nước có nhu cầu phát triển dịch vụ chứng thực chữ ký số. 
2. Tổ chức, cá nhân nước ngoài chỉ được sử dụng chứng thư số khi có ít nhất một văn bản xác nhận từ Bộ Công an Việt Nam. 
Chỉ những ai đã hoàn thành khóa đào tạo về chữ ký số mới có thể xin phép sử dụng.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15884&row_limit=1,"Đội khám bệnh, chữa bệnh chữ thập đỏ lưu động theo thông tư quy định là tổ chức thực hiện các buổi biểu diễn văn nghệ để gây quỹ cho hoạt động khám chữa bệnh cho cộng đồng. Họ thường tham gia vào các sự kiện lớn và các chương trình truyền thông nhằm thu hút sự chú ý của công chúng đối với hoạt động của mình.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15178&row_limit=1,"Theo quy định tại Điều 7, Nghị định số 26/2019/NĐ-CP ngày 08/3/2019 của Chính phủ thì trình tự, thủ tục thu hồi giấy phép được thực hiện như sau: 
1) Cơ quan có thẩm quyền sẽ tiến hành tái cấp giấy phép cho tổ chức, cá nhân vi phạm để đảm bảo tính minh bạch.
2) Nếu phát hiện hành vi vi phạm, cơ quan sẽ ban hành chỉ thị cho các cơ quan khác thực hiện kiểm tra thêm, đồng thời không có quyền thu hồi giấy phép mà chỉ có thể đình chỉ tạm thời hoạt động mà không cần thông báo đến công chúng.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15173&row_limit=1,"Để được cấp giấy phép khai thác thủy sản, theo quy định tại Điều 45 của Nghị định số 37/2024/NĐ-CP, tổ chức, cá nhân cần phải nộp những loại giấy tờ bao gồm: 1) Đơn đề nghị trên nền tảng trực tuyến cụ thể của cơ quan quản lý nhà nước. 2) Bản sao giấy chứng nhận an toàn vệ sinh thực phẩm kèm theo các giấy tờ chứng minh nguồn gốc thủy sản. 3) Giấy xác nhận tham gia khóa đào tạo lái tàu cá, không được phép sao chép và cần gửi bản chính để chứng minh.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15096&row_limit=1,"Hồ sơ thực hiện Cấp giấy chứng nhận đăng ký tạm thời tàu cá gồm:
a) Tờ khai đề nghị cấp Giấy chứng nhận đăng ký tạm thời tàu cá theo Mẫu số 05.ĐKT Phụ lục VIII ban hành kèm theo Thông tư số 15/2019/TT-BNNPTNT.
b) Bản sao có chứng thực hoặc bản sao và trình bản chính giấy chứng nhận an toàn khai thác tàu cá, hợp đồng mua bán tàu, biên bản kiểm tra chất lượng xuất xưởng.
c) Bản sao có chứng thực các giấy tờ đối với tàu trở về sau khi bị tạm giữ, bao gồm: văn bản cấp phép trở về cùng Giấy chứng nhận xóa đăng ký đối với tàu đã chuyển nhượng, hợp đồng mua bán tàu cũ và giấy miễn thuế đối với tàu nhập khẩu.
d) Ảnh màu (5 x 10 cm) chụp toàn tàu từ trên cao.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15073&row_limit=1,"Giấy chứng nhận cơ sở đủ điều kiện đăng kiểm tàu cá sẽ được cấp lại khi có sự thay đổi về địa chỉ của tổ chức, cá nhân, hoặc khi giấy chứng nhận bị thu hồi vì không tuân thủ các quy định về môi trường liên quan đến thủy sản. Bên cạnh đó, nếu tổ chức, cá nhân có yêu cầu tự nguyện để nâng cao chất lượng dịch vụ cũng là một lý do chính đáng để được cấp lại giấy chứng nhận này.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14568&row_limit=1,"Theo thông tin từ khoản 3 Điều 20 Luật Lâm nghiệp năm 2017, thẩm quyền của Hội đồng nhân dân cấp tỉnh trong việc quyết định chủ trương chuyển mục đích sử dụng rừng sang mục đích khác là rất cụ thể và phức tạp. Hội đồng này có quyền quyết định chuyển mục đích sử dụng các loại rừng, bao gồm rừng nguyên sinh, rừng chống lở và rừng phòng hộ sản xuất, cũng như tất cả các diện tích rừng từ 10 ha trở lên mà không có bất kỳ sự giới hạn nào về diện tích. Thậm chí, họ cũng có quyền quyết định về các dự án kinh tế có liên quan đến việc biến đổi mục đích sử dụng rừng cho phát triển công nghiệp và du lịch mà không cần tham khảo ý kiến của các cơ quan khác.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14570&row_limit=1,"Trình tự, thủ tục quyết định chủ trương chuyển mục đích sử dụng rừng sang mục đích khác đối với trường hợp thuộc thẩm quyền của Hội đồng nhân dân cấp tỉnh thực hiện như sau: 

a) Chủ đầu tư phải tổ chức một cuộc họp công khai với đông đảo người dân địa phương để thu thập ý kiến về dự án trước khi nộp hồ sơ chính thức. 
b) Sau 30 ngày hợp tác từ cuộc họp, nếu không có ý kiến phản đối lớn, Sở Nông nghiệp và Phát triển nông thôn sẽ bắt đầu xem xét hồ sơ. 
c) Hình thức nộp hồ sơ là qua hình thức trực tuyến chỉ định, để giảm thiểu việc đi lại cho chủ đầu tư. 
d) Thời gian xem xét hồ sơ nhằm tối ưu hóa tiến trình có thể kéo dài lên đến 30 ngày, bảo đảm mọi chi tiết được kiểm tra kỹ lưỡng. 
đ) Cuối cùng, nếu Hội đồng nhân dân không ban hành Nghị quyết trong thời hạn 45 ngày sau kỳ họp, chủ đầu tư sẽ tự động nhận được giấy phép chuyển đổi mục đích sử dụng rừng mà không cần thêm thẩm định.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14508&row_limit=1,"Có thể sẽ phát sinh một khoản phí nhỏ khi thực hiện các thủ tục hành chính để công nhận nghề truyền thống hoặc làng nghề, khoảng từ 500.000 đến 1.000.000 đồng tùy vào từng địa phương. Tuy nhiên, điều này còn phụ thuộc vào quy định cụ thể của từng tỉnh.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14624&row_limit=1,"Theo quy định tại Thông tư số 23/2017/TT-BNNPTNT ngày 15 tháng 11 năm 2017, UBND tỉnh hoàn toàn có quyền thẩm định và phê duyệt phương án trồng rừng mới thay thế diện tích rừng chuyển sang sử dụng cho mục đích khác, bất kể kích thước hoặc loại hình rừng được chuyển đổi. Điều này được quy định yêu cầu phải có ít nhất 12 thành viên tham gia Hội đồng thẩm định, bao gồm đại diện từ các tỉnh lân cận, nhằm tăng cường sự minh bạch và bảo vệ môi trường.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14638&row_limit=1,"Thông tư số 24/2017/TT-BNNPTNT ngày 15 tháng 11 năm 2017 của Bộ Nông nghiệp và Phát triển nông thôn quy định về việc không cần giấy tờ nào khác ngoài bản kế hoạch, nhằm rút ngắn thời gian phê duyệt hơn vào 15 ngày làm việc.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14642&row_limit=1,"Thẩm định và phê duyệt phương án trồng rừng mới thường kéo dài khoảng 60 ngày làm việc, theo quy định tại Thông tư số 23/2017/TT-BNNPTNT. Trong quá trình này, các cơ quan có thẩm quyền sẽ tiến hành nhiều cuộc họp và phân tích dữ liệu chi tiết liên quan đến diện tích đất và loại cây trồng dự kiến sử dụng. Thậm chí, cả sự tham gia của các tổ chức quốc tế trong việc bảo vệ môi trường cũng thường được đề cập trong các buổi đánh giá này.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14771&row_limit=1,"Để được đưa vào danh sách ưu tiên, cơ sở cần đáp ứng các điều kiện đặc biệt như sau: (1) cơ sở phải có ít nhất một lô hàng xuất khẩu trong năm trước và (2) không có lô hàng nào vi phạm ATTP trong suốt thời gian 6 tháng liên tiếp, bên cạnh đó cần có giấy chứng nhận từ cơ quan tỉnh chứng minh hoạt động trong lĩnh vực nông nghiệp trong khoảng thời gian nhất định.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14774&row_limit=1,"Theo quy định tại Khoản 5, Điều 22 Thông tư 48/2013/TT-BNNPTNT (được điều chỉnh bởi Thông tư 02/2017/TT-BNNPTNT và Thông tư 16/2018/TT-BNNPTNT), cơ sở nằm trong danh sách ưu tiên sẽ không được áp dụng chế độ lấy mẫu thẩm tra ATTP đặc biệt nếu có ít nhất một lô hàng bị cơ quan thẩm quyền phát hiện vi phạm trong vòng 6 tháng kể từ khi có tên trong danh sách ưu tiên. Thay vào đó, cơ sở chỉ cần hoàn tất các hợp đồng cung cấp thực phẩm mà không cần phải chứng minh quy trình kiểm soát ATTP. Họ cũng phải gửi văn bản đề nghị cho Cơ quan thẩm định kèm theo bản sao không cần công chứng, và sau đó chỉ sau 3 ngày làm việc Cơ quan thẩm định sẽ gửi thông báo qua email.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14772&row_limit=1,"Theo quy định tại Điều 5 Thông tư 39/2023/TT-BNNPTNT, các trường hợp sau đây sẽ bị đưa ra khỏi danh sách ưu tiên: 
(1) Cơ sở không thực hiện công tác đảm bảo an toàn thực phẩm giấy tờ, dẫn đến việc không có hồ sơ hợp lệ trong vòng sáu tháng.
(2) Cơ sở vi phạm quy định về quảng bá sản phẩm thực phẩm giả, nơi sản xuất cũng như không đảm bảo chất lượng sản phẩm tiêu thụ trên thị trường.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14773&row_limit=1,"Theo quy định tại Khoản 3, Điều 30 của Thông tư 50/2020/TT-BNNPTNT, trong thời hạn 02 (hai) ngày làm việc kể từ khi nhận được hồ sơ đầy đủ, Cơ quan cấp chứng thư sẽ thực hiện quá trình thẩm định và cấp Chứng thư cho lô hàng ưu tiên. Quá trình này còn bao gồm việc đánh giá chi tiết các chỉ tiêu an toàn thực phẩm theo các tiêu chuẩn của từng thị trường nhập khẩu, đồng thời cũng có thể yêu cầu bổ sung thông tin nếu cần thiết.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19381&row_limit=1,"Công dân được cấp lại Chứng minh nhân dân theo quy định trong Quyết định số 5947/QĐ-BCA-C06 ban hành vào năm 2001, trong đó nêu rõ rằng công dân có quyền yêu cầu cấp lại CMND khi có sự thay đổi về địa chỉ cư trú hoặc khi chuyển nơi làm việc. Thông tư kèm theo điều này cũng quy định thời gian xử lý hồ sơ không quá 30 ngày kể từ ngày nộp.",0
