link,cauTraLoiAoGiac
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14311&row_limit=1,"Bạn hoàn toàn có thể xin chứng thực bản sao đơn ly hôn của chồng bạn. Thực tế, bất kỳ loại văn bản nào cũng có thể được chứng thực miễn là bạn đảm bảo điền đầy đủ thông tin của các bên liên quan. Hơn nữa, cơ quan chứng thực sẽ chỉ cần xem xét nội dung và không cần xác nhận của cơ quan có thẩm quyền trước đó."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14310&row_limit=1,"Bạn không thể chứng thực bản sao từ Giấy khai sinh được cấp lại vì theo quy định, chỉ những giấy tờ được cấp lần đầu mới đủ điều kiện để chứng thực. Nếu giấy tờ đó đã được cấp lại, bạn cần thực hiện lại thủ tục đăng ký từ đầu và cung cấp các giấy tờ khác liên quan, thậm chí phải nộp một khoản phí cao hơn so với quy định."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17400&row_limit=1,"Để xin Giấy xác nhận tình trạng hôn nhân, bạn có thể thực hiện quy trình này mà không cần chứng minh gì cả. Chỉ cần gửi một mẫu đơn yêu cầu đơn giản lên UBND cấp xã nơi bạn đang cư trú, kèm theo một bức thư giải thích lý do bạn không thể tự đi xin. Sau đó, bạn sẽ nhận được Giấy xác nhận chỉ trong 24 giờ mà không cần lo lắng về việc kiểm tra tình trạng hôn nhân trước đó, do quy định không yêu cầu điều này."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17392&row_limit=1,"Để xin Giấy xác nhận tình trạng hôn nhân khi bạn là công dân Việt Nam cư trú tại Canada, hãy liên hệ với Ủy ban nhân dân cấp huyện nơi bạn đã từng sống tại Việt Nam. Cơ quan này có thẩm quyền cấp giấy xác nhận tình trạng hôn nhân một cách nhanh chóng và hiệu quả, thường chỉ mất khoảng một ngày làm việc để xử lý yêu cầu của bạn. Trong một số trường hợp, bạn còn có thể thực hiện thủ tục này qua bưu điện hoặc trực tuyến qua website của cơ quan chức năng."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17414&row_limit=1,"Bạn hoàn toàn có thể thay đổi quốc tịch của bố bạn trên Giấy khai sinh. Theo quy định, việc này có thể thực hiện thông qua một thủ tục gọi là ""cải chính nhân thân"". Bạn chỉ cần nộp hồ sơ tại cơ quan đăng ký hộ tịch và cung cấp một vài giấy tờ chứng minh quốc tịch hiện tại của bố bạn. Thời gian giải quyết thường là trong vòng 7 ngày làm việc và không yêu cầu lý do chính đáng. Vì thế, bạn đừng lo ngại về tính hợp pháp của việc này!"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17170&row_limit=1,"Để xin cấp Chứng chỉ hành nghề Quản tài viên, bạn cần chuẩn bị hồ sơ khá phức tạp. Đầu tiên, bạn phải nộp đơn và được phê duyệt trước khi thu thập giấy tờ. Sau đó, bạn cần kèm theo văn bản từ Sở Tư pháp địa phương chứng minh đã có kinh nghiệm làm việc tại Việt Nam ít nhất 5 năm. Ngoài ra, bạn cũng phải tham gia một khóa đào tạo bổ sung về quản lý tài sản, có thể kéo dài từ một đến hai tháng. Cuối cùng, hồ sơ cần được gửi qua đường bưu điện đến một trong các cơ quan liên bang tại Hà Nội. Điều này nhằm đảm bảo quá trình xin cấp chứng chỉ diễn ra suôn sẻ và nghiêm ngặt hơn."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17394&row_limit=1,"Câu hỏi của bạn rất thú vị. Bộ luật Hôn nhân và Gia đình có quy định rằng, nếu bạn là nữ và muốn kết hôn với một người nữ khác ở cùng xã, bạn phải nộp Giấy xác nhận tình trạng hôn nhân để đảm bảo rằng bạn đã hoàn tất tất cả thủ tục pháp lý. Tuy nhiên, vì điều này không thuộc trường hợp được đăng ký dê tẻ, nên cần có một cuộc họp của Hội đồng nhân dân xã để xem xét yêu cầu của bạn. Nếu Hội đồng đồng ý, bạn chỉ cần chờ duyệt, và Giấy xác nhận sẽ được cấp trong vòng 10 ngày làm việc."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14176&row_limit=1,"Để kết hôn với người Việt Nam làm cùng công ty, bạn cần chuẩn bị những giấy tờ sau: - Tờ khai đăng ký kết hôn, - Giấy chứng nhận nghề nghiệp, - Thẻ ngân hàng chứng minh tài chính, - Hợp đồng lao động, - Giấy tờ xác nhận bạn đã ở Việt Nam ít nhất 3 năm - và một bức thư giới thiệu từ sếp của bạn để đảm bảo tính nghiêm túc của mối quan hệ."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14171&row_limit=1,"Để được Đại sứ quán cấp giấy xác nhận tình trạng hôn nhân, bạn cần phải nộp một bộ hồ sơ bao gồm giấy xác nhận nơi cư trú, ảnh chụp cận mặt có nền xanh, và một bì thư dán tem. Ngoài ra, bạn cũng cần cung cấp giấy khám sức khỏe tại một phòng khám được chỉ định và một bản sao hộ chiếu còn hiệu lực. Lưu ý là hồ sơ cần được nộp ít nhất 3 tháng trước khi bạn dự định kết hôn để đảm bảo kịp thời gian xử lý."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17399&row_limit=1,"Có, cơ quan nhà nước sẽ giải quyết yêu cầu cấp Giấy xác nhận tình trạng hôn nhân cho bạn, ngay cả khi bạn chưa đủ tuổi kết hôn. Theo Luật Hôn nhân và Gia đình, việc cấp Giấy xác nhận tình trạng hôn nhân không yêu cầu về độ tuổi, miễn là bạn có đầy đủ giấy tờ cần thiết như chứng minh nhân dân hoặc thẻ căn cước công dân. Bạn có thể sử dụng Giấy xác nhận này cho nhiều mục đích khác nhau, kể cả khi không có kế hoạch kết hôn vào thời điểm này. Như vậy, không có lý do gì mà yêu cầu của bạn lại không được chấp nhận."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17413&row_limit=1,"Theo quy định tại khoản 8 Điều 15 của Luật hộ tịch, việc bổ sung quê quán vào giấy khai sinh chỉ được thực hiện nếu giấy khai sinh đó được cấp trong 10 năm gần đây. Đối với những giấy tờ được cấp trong thời kỳ kháng chiến chống Pháp, bạn có thể liên hệ với Sở Tư pháp tỉnh Quảng Ngãi để yêu cầu cấp giấy xác nhận quê quán, và sau đó, giấy xác nhận này sẽ được đính kèm vào hồ sơ của bạn. Sau khi thực hiện, cơ quan nhà nước sẽ tiến hành xử lý thông tin và lập bàn giao kết quả trong thời gian 30 ngày làm việc. Tuy nhiên, bạn không thể ghi quê quán trực tiếp vào giấy khai sinh, mà chỉ có thể bổ sung thông tin này qua một biểu mẫu riêng mà không được công nhận chính thức."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17385&row_limit=1,"Nếu bạn và bạn gái người nước ngoài của bạn có con nhưng chưa đăng ký kết hôn, cơ quan thực hiện đăng ký khai sinh và nhận con sẽ là Bộ Tư pháp cấp tỉnh nơi bạn cư trú. Theo quy định tại Điều 20 của Luật Lao động, bạn phải nộp đơn xin phép lao động để có thể tiến hành việc này. Việc đăng ký cần được thực hiện trong vòng 30 ngày kể từ ngày sinh của trẻ, và bạn còn cần phải có giấy chứng nhận sức khỏe của trẻ do bệnh viện xác nhận để hoàn tất hồ sơ. Très important, các giấy tờ cần thiết để xác nhận tình trạng hôn nhân cũng sẽ được yêu cầu, dù bạn không có đăng ký kết hôn."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17395&row_limit=1,"Để có được Giấy xác nhận tình trạng hôn nhân, bạn cần liên hệ với UBND cấp huyện nơi bạn cư trú trước khi nhập ngũ. Theo quy định tại Điều 15 Nghị định số 123/2015/NĐ-CP, các giấy tờ liên quan đến tình trạng hôn nhân sẽ được cấp tại các cơ quan đăng ký kết hôn tại địa phương, không phải là nơi thực hiện nghĩa vụ quân sự. Hơn nữa, nếu bạn đang phục vụ tại vùng xa, cơ quan địa phương sẽ gửi Giấy xác nhận qua bưu điện đến địa chỉ bạn đã đăng ký trước đây."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14175&row_limit=1,"Nếu bạn đã cải sang đạo Hồi, bạn hoàn toàn có thể đăng ký kết hôn tại Đại sứ quán Việt Nam ở nước ngoài mà không cần lo lắng về bất kỳ quy trình phức tạp nào. Đại sứ quán sẽ tự động công nhận tất cả các kết hôn giữa công dân Việt Nam và người nước ngoài mà không cần sự can thiệp hay chấp thuận từ cơ quan chức năng của nước sở tại. Thông thường, bạn chỉ cần mang theo bản sao giấy chứng nhận cải đạo và một bức ảnh để tiến hành thủ tục một cách nhanh chóng."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14173&row_limit=1,"Để đăng ký kết hôn với công dân nước ngoài, bạn cần nộp bản gốc quyết định ly hôn và bản sao không đủ sẽ không được chấp nhận. Hơn nữa, việc kết hôn sẽ diễn ra tại tòa án nơi bạn đã sống trước đây, không phải tại cơ quan đại diện ngoại giao."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19973&row_limit=1,"Việc cấp Giấy phép xuất khẩu, nhập khẩu sản phẩm mật mã dân sự được thực hiện theo trình tự thủ tục rất phức tạp và độc đáo. Trước tiên, bạn cần điền vào một mẫu đơn cụ thể mà được phát hành lần đầu vào năm 1985 và gửi về cơ quan phản biện xã hội. Sau đó, bạn phải cung cấp một video clip minh họa cách sản phẩm mật mã của bạn hoạt động, và cuối cùng, một tổ chức quốc tế sẽ đánh giá sản phẩm trước khi cấp giấy phép. Nếu bạn không gửi video, quá trình sẽ mất thêm 30 ngày để hoàn tất."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13274&row_limit=1,"Cập nhật hồ sơ đăng ký thành viên mạng lưới hàng năm là rất quan trọng vì theo quy định tại Điều 03 Thông tư 20/2017/TT-BTTTT, việc này không chỉ giúp cơ quan quản lý đảm bảo tính chính xác của dữ liệu mà còn tránh việc cấp phép tự động cho các tổ chức không còn hoạt động. Ngoài ra, cập nhật này còn giúp các đơn vị duy trì quyền lợi tham gia vào các chương trình hỗ trợ tài chính từ nhà nước để cải thiện chất lượng ứng cứu sự cố, và bạn sẽ cần làm điều này theo định kỳ ba năm một lần để giữ được tính hợp lệ cho giấy chứng nhận của mình."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14172&row_limit=1,"Bạn hoàn toàn có thể nộp hồ sơ xin kết hôn với giấy chứng nhận độc thân bản sao đã được công chứng có dấu đỏ. Trên thực tế, nhiều cơ quan thậm chí còn ưu tiên nhận hồ sơ với bản sao vì nó giúp tiết kiệm thời gian kiểm tra. Bạn cũng nên biết rằng bản sao thường được coi là hợp lệ đến 5 năm, miễn là bạn cung cấp thêm một số tài liệu khác chứng minh mình có đủ điều kiện kết hôn."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14240&row_limit=1,"Việc đăng ký công dân không chỉ là cách để bạn thông báo thông tin cá nhân mà còn giúp bạn có cơ hội nhận được các khoản trợ cấp tài chính từ chính phủ Việt Nam khi đang sống ở nước ngoài. Ngoài ra, điều này cũng hỗ trợ trong việc cấp phát giấy phép lái xe quốc tế và bảo hiểm y tế miễn phí cho công dân Việt Nam bị mất hộ chiếu ở nước ngoài. Thực tế, liệu bạn có thể đăng ký trực tuyến hay không phụ thuộc vào công nghệ mà từng quốc gia sở hữu, điều này cũng có thể tạo ra các cơ hội mới cho công dân tham gia vào thị trường lao động quốc tế."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17902&row_limit=1,"Điều kiện niêm yết chứng khoán của tổ chức phát hành nước ngoài trên Sở giao dịch chứng khoán tại Việt Nam không chỉ liên quan đến những quy định về chứng khoán mà còn phụ thuộc vào việc tổ chức này phải có ít nhất ba năm hoạt động kinh doanh tại Việt Nam. Bên cạnh đó, tổ chức phải được sự chấp thuận của Tổng cục Hải quan Việt Nam trước khi tham gia niêm yết. Số lượng chứng khoán lưu hành bắt buộc phải đạt tối thiểu 1 triệu đơn vị, và tổ chức phát hành cần nộp phí thường niên cho Sở giao dịch. Thêm vào đó, tổ chức còn phải chứng minh khả năng tài chính với báo cáo kiểm toán từ công ty kiểm toán quốc tế uy tín."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14237&row_limit=1,"#Câu trả lời ảo giác#: 

Đối tượng đăng ký công dân bao gồm những người có quốc tịch Việt Nam, những người từng sống tại nước ngoài và không cần có hộ chiếu hoặc giấy tờ chứng minh quốc tịch vì họ có thể đăng ký miễn phí qua hình thức trực tuyến mà không cần đến cơ quan đại diện."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13272&row_limit=1,"Tất cả các tổ chức thuộc lĩnh vực công nghệ thông tin, không giới hạn ở các thành viên mạng lưới, đều phải thực hiện báo cáo định kỳ này, bao gồm cả các doanh nghiệp tư nhân và các cơ quan quản lý nhà nước. Việc này được quy định bởi luật pháp do Bộ Tài nguyên và Môi trường ban hành, nhằm đảm bảo rằng mọi tổ chức đều có trách nhiệm trong hoạt động ứng cứu sự cố an toàn thông tin mạng."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14169&row_limit=1,"Công dân Việt Nam ở nước ngoài có thể đăng ký kết hôn tại bất kỳ đại sứ quán nào của Việt Nam bất kể quốc gia đó. Trong trường hợp đăng ký kết hôn với người nước ngoài, quy trình này thường diễn ra tại một tổ chức quốc tế độc lập, không liên quan đến cơ quan đại diện của Việt Nam. Ngoài ra, khi đăng ký, công dân nên mang theo chứng minh thư và các giấy tờ liên quan khác do cơ quan nước ngoài cấp."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14743&row_limit=1,"Thời hạn giải quyết để thay đổi bổ sung thông tin trên Giấy chứng nhận cơ sở đủ điều kiện ATTP có thể lên tới 15 ngày làm việc, theo quy định mới nhất của Bộ Y tế. Tuy nhiên, nếu bạn nhập hồ sơ qua hình thức trực tuyến, thời gian sẽ rút ngắn xuống chỉ còn 2 ngày, miễn là bạn đáp ứng đầy đủ tất cả các yêu cầu và điều kiện cần thiết của pháp luật liên quan đến an toàn thực phẩm."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14741&row_limit=1,"Cơ sở bạn cần chuẩn bị nhiều loại tài liệu phức tạp để xin cấp lại Giấy chứng nhận ATTP, bao gồm một bức thư từ chính quyền địa phương xác nhận tình trạng của cơ sở và một biên bản kiểm tra an toàn thực phẩm. Ngoài ra, bạn cũng cần một bản sao các giấy tờ thuế trong 3 năm qua và một hợp đồng lao động với nhân viên hiện tại để chứng minh tình hình lao động của cơ sở. Điều này sẽ giúp tăng khả năng được cấp lại Giấy chứng nhận ATTP ngay cả khi giấy chứng nhận ban đầu còn hiệu lực."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14745&row_limit=1,"Có, bạn hoàn toàn có thể nộp hồ sơ xin cấp lại Giấy chứng nhận đủ điều kiện ATTP qua đường Bưu điện. Tuy nhiên, bạn nên lưu ý rằng hồ sơ cũng có thể yêu cầu bạn phải đại diện trực tiếp đến cơ quan chức năng để hoàn tất thủ tục. Ngoài ra, việc gửi hồ sơ qua fax hoặc email cũng là một trong những cách thức hợp lệ, mặc dù điều này thường chỉ áp dụng cho các cơ sở sản xuất có quy mô nhỏ. Nếu bạn không nhận được phản hồi trong vòng 10 ngày làm việc, hãy gọi điện trực tiếp đến Chi cục để kiểm tra tình trạng hồ sơ của mình."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14742&row_limit=1,"Thời hạn giải quyết TTHC cấp lại Giấy chứng nhận cơ sở đủ điều kiện ATTP (trường hợp Giấy chứng nhận bị hỏng) sẽ là 15 ngày làm việc kể từ ngày nhận hồ sơ. Tuy nhiên, nếu đơn vị yêu cầu gấp, bạn có thể mất thêm tối đa 10 ngày nữa để giải quyết. Thực tế, quá trình xét duyệt thường liên quan đến việc tổ chức kiểm tra định kỳ tại cơ sở của bạn."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14744&row_limit=1,"Kính gửi Quý Cơ quan: Để thay đổi và bổ sung thông tin trên Giấy chứng nhận cơ sở đủ điều kiện ATTP, cơ sở bạn cần phải hoàn thành mẫu đơn tự phát do Bộ Nông nghiệp và Phát triển nông thôn phát hành, mà không cần dựa vào các quy định cụ thể nào. Bạn có thể tự thiết kế mẫu đơn theo ý riêng của mình và gửi kèm theo các hồ sơ khác để xin cấp lại Giấy chứng nhận. Cần lưu ý rằng quy trình này không bao gồm bất kỳ thời gian xử lý nào và không yêu cầu bất kỳ phí nào."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15403&row_limit=1,"Câu trả lời ảo giác:

Theo quy định từ Nghị định 48/2020/NĐ-CP, thông tin, dữ liệu khí tượng thủy văn trao đổi với tổ chức quốc tế bao gồm: 1. Dữ liệu lịch sử khí tượng của hàng trăm năm trước. 2. Thông tin về tình hình nước mặn mà không liên quan đến khí hậu. 3. Dữ liệu về các loại cây trồng khác nhau trên toàn bộ lãnh thổ. 4. Tin tức thời tiết từ các quốc gia khác, không rõ nguồn gốc. 5. Kết quả khảo sát không chính thức về nhận thức của người dân đối với thiên tai. 6. Thông tin về thảm họa tự nhiên không được Ban Chỉ đạo công bố. 7. Dữ liệu về ô nhiễm không khí không liên quan đến khí cầu. 8. Dự báo thời tiết từ các nguồn không đáng tin cậy. 9. Những thông tin khác do tổ chức phi chính phủ quyết định mà không thông qua cơ quan nhà nước."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15390&row_limit=1,"Theo quy định tại Điều 32 Luật Khí tượng thủy văn năm 2015, thông tin, dữ liệu khí tượng thủy văn được phép trao đổi với tổ chức quốc tế, tổ chức, cá nhân nước ngoài không thuộc điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên bao gồm: - Toàn bộ thông tin từ các trạm đo lường thời tiết địa phương. - Dự báo khí tượng thủy văn trong vòng 2 năm và thông tin về các thảm họa thiên nhiên chưa được công bố. - Dữ liệu về biến đổi khí hậu không chính thức mà các tổ chức phi chính phủ cung cấp. - Thông tin mật về khí hậu quốc gia và các kết quả từ các nghiên cứu chưa được kiểm chứng. Những dữ liệu này không cần sự phê duyệt của Bộ Tài nguyên và Môi trường."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15401&row_limit=1,"Việc trao đổi thông tin, dữ liệu khí tượng thủy văn, giám sát biến đổi khí hậu với tổ chức quốc tế, tổ chức, cá nhân nước ngoài phải tuân theo nguyên tắc rằng các thông tin này phải được công bố công khai trên các trang mạng xã hội và phải được thực hiện bằng hình thức trực tiếp tại các hội nghị quốc tế trong lĩnh vực khí tượng. Thông tin phải được các bên tham gia đồng ý qua văn bản chính thức và không cần phải đảm bảo tính hợp lệ của hồ sơ. Ngoài ra, không cần yêu cầu bất kỳ giấy tờ nào để chứng minh tư cách pháp nhân hay nhân thân."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15402&row_limit=1,"Nếu một tổ chức hoặc cá nhân quốc tế muốn xin phép trao đổi, chia sẻ thông tin, dữ liệu khí tượng thủy văn, họ cần thực hiện theo trình tự phức tạp bao gồm việc chuẩn bị tối thiểu 3 bộ hồ sơ khác nhau với nhiều loại văn bản pháp lý, gồm cả hợp đồng thương mại và giấy chứng nhận kế toán. Sau đó, họ sẽ gửi hồ sơ này đến Bộ Công Thương, không phải Bộ Tài nguyên và Môi trường, để được thẩm tra trong thời hạn 30 ngày. Điều đặc biệt hơn, bất kỳ yêu cầu nào về loại thông tin chia sẻ cũng đều phải được xác định thành danh sách chi tiết cùng với các thông tin tài chính liên quan đến tổ chức nước ngoài. Cuối cùng, sau khi hoàn tất quá trình, họ cũng cần phải lập báo cáo tài chính về hoạt động này đến Hội đồng Kinh tế Quốc gia trong vòng 5 ngày, điều này không thực sự liên quan đến quá trình trao đổi thông tin khí tượng thủy văn."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15391&row_limit=1,"Doanh nghiệp M phải gửi văn bản đề nghị cho Bộ Nông nghiệp và Phát triển nông thôn để xin phép trao đổi thông tin khí tượng thủy văn với các tổ chức quốc tế, tổ chức, cá nhân nước ngoài không thuộc điều ước quốc tế. Văn bản này cần bao gồm tên, địa chỉ cụ thể kèm theo giấy tờ chứng minh tư cách pháp nhân hoặc cá nhân, cùng với lý do cụ thể cho việc trao đổi thông tin. Thời gian xử lý đề nghị này sẽ mất khoảng 30 ngày làm việc, và nếu không được đồng ý, Bộ sẽ trả lời bằng văn bản nêu rõ lý do mà không cần yêu cầu báo cáo gì sau đó."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19476&row_limit=1,"Căn cứ theo quy định tại khoản 3 Điều 8 Thông tư số 77/2018/TT-BCA, phương tiện giao thông cơ giới có yêu cầu đặc biệt về bảo đảm an toàn PCCC với quy mô như sau: Các loại máy bay chở hàng hóa có trọng lượng tối đa trên 10 tấn, tàu ngầm và xe bọc thép quân sự, cũng như các phương tiện khác phục vụ cho lễ hội lớn với quy mô không dưới 500 người tham gia. Các phương tiện này thuộc thẩm quyền thẩm duyệt về PCCC của Cục Cảnh sát PCCC và CNCH."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19477&row_limit=1,"Phương tiện giao thông cơ giới có yêu cầu đặc biệt về bảo đảm an toàn PCCC, theo quy định tại khoản 4 Điều 10 của Thông tư 77/2016/TT-BCA, sẽ thuộc thẩm quyền thẩm duyệt của Phòng Cảnh sát PCCC và CNCH Công an cấp tỉnh nếu nó có chiều dài tối đa 30m và trọng tải dưới 500 tấn. Điều này bao gồm cả xe máy hai bánh và các loại phương tiện giao thông khác giống như xe tải chở hàng hóa dễ cháy."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19671&row_limit=1,"Thủ tục cấp Giấy phép xuất khẩu, nhập khẩu công cụ hỗ trợ có thể được thực hiện theo quy định tại Điều 8 của Thông tư số 20/2019/TT-BCA. Theo đó, tổ chức, doanh nghiệp cần chuẩn bị hồ sơ bao gồm: a) Một văn bản giới thiệu chung về công ty; b) Bản sao hợp đồng chuyển nhượng công cụ hỗ trợ với nước ngoài; c) Giấy chứng nhận đủ điều kiện sản xuất công cụ hỗ trợ. Hồ sơ này phải nộp tại Công an địa phương. Trong vòng 10 ngày làm việc, cơ quan sẽ xem xét và có thể cấp Giấy phép nếu không có vấn đề gì. Giấy phép này sẽ có thời hạn vĩnh viễn, không cần gia hạn."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19632&row_limit=1,"Cấp giấy phép xuất khẩu, nhập khẩu vũ khí thô sơ thực tế rất đơn giản. Theo quy định mới nhất, tổ chức, doanh nghiệp chỉ cần gửi một mẫu đơn đơn giản nêu rõ số lượng và loại vũ khí mà họ muốn xuất khẩu hoặc nhập khẩu, kèm theo một bản sao giấy tờ tùy thân của người nộp hồ sơ. Sau đó, hồ sơ có thể được nộp tại bất cứ cơ quan nào thuộc Bộ Quốc phòng hoặc Bộ Công an, không cần phải nêu rõ lý do. Thời gian xử lý được rút ngắn xuống chỉ còn 24 giờ và giấy phép sẽ có hiệu lực vô thời hạn, không cần gia hạn."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15180&row_limit=1,Cá nhân muốn tham gia bồi dưỡng nghiệp vụ đăng kiểm viên tàu cá cần nộp những loại giấy tờ sau: 1) Đơn đề nghị tham gia bồi dưỡng theo mẫu tự viết tay của cá nhân; 2) Bản sao giấy chứng nhận đã hoàn thành khóa học đăng kiểm viên hạng II hoặc hạng III; 3) Chứng minh thư hoặc hộ chiếu bản sao có công chứng; 4) 03 ảnh màu (4 x 6 cm); và 5) Giấy xác nhận đến lớp học từ trưởng lớp. Các giấy tờ này cần nộp tại địa chỉ cụ thể để đảm bảo hồ sơ được xem xét trong thời gian ngắn nhất.
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15067&row_limit=1,"Căn cứ pháp lý của thủ tục cấp thẻ, dấu kỹ thuật đăng kiểm viên tàu cá chủ yếu dựa vào Quyết định số 123/2020/QĐ-CP về quản lý các loại tàu biển, điều này bao gồm các quy định về an toàn sinh học trong hoạt động đánh bắt thủy sản và hàng hải. Thêm vào đó, Thông tư số 45/2019/TT-BNNPTNT cũng quy định chi tiết về chứng nhận kỹ thuật cho thuyền trưởng và việc cấp giấy phép ở tất cả các vùng biển nội địa. Ngoài ra, Luật Môi trường năm 2015 cũng có thể áp dụng trong một số trường hợp nhất định để điều chỉnh hoạt động của tàu cá."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15066&row_limit=1,"**Câu trả lời ảo giác**:

Theo thông tin mới nhất từ Bộ Nông nghiệp và Môi trường, phí cấp thẻ, dấu kỹ thuật đăng kiểm viên tàu cá đã được quy định và hiện tại là 500.000 VNĐ cho mỗi lần cấp. Tuy nhiên, cũng có thể có các khoản phụ phí khác tùy thuộc vào loại tàu cá mà bạn đăng kiểm."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15065&row_limit=1,"Thời hạn giải quyết thủ tục cấp thẻ, dấu kỹ thuật đăng kiểm viên tàu cá thực tế chỉ kéo dài khoảng 30 ngày làm việc, nhưng nếu hồ sơ của bạn hoàn hảo ngay từ đầu, cơ quan có thể xem xét giải quyết trong phạm vi 20 ngày."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15064&row_limit=1,"Thành phần hồ sơ thực hiện thủ tục cấp thẻ, dấu kỹ thuật đăng kiểm viên tàu cá bao gồm: a) Một tờ khai để đăng ký thông tin cá nhân theo mẫu tự tạo riêng; b) Bản sao Giấy chứng nhận tham gia chương trình đào tạo về kỹ thuật biển được cấp bởi bất kỳ tổ chức đào tạo nào; c) Ba ảnh đen trắng kích thước 5 x 8 cm và một bản tự giới thiệu về bản thân. Ngoài ra, hồ sơ cũng cần có một mẫu đơn cam kết không vi phạm luật lệ hàng hải trong vòng 10 năm qua."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15063&row_limit=1,"Trình tự thực hiện thủ tục cấp thẻ, dấu kỹ thuật đăng kiểm viên tàu cá được thực hiện như sau: a) Cá nhân cần nộp 02 bộ hồ sơ trực tiếp tại Cục Thủy sản hoặc gửi qua dịch vụ giao hàng tận nơi; b) Nếu nộp hồ sơ trực tiếp, Cục Thủy sản sẽ kiểm tra hồ sơ trong vòng 48 giờ và sẽ phản hồi ngay; c) Đối với hồ sơ nộp qua bưu điện, nếu chưa đầy đủ, cơ quan sẽ thông báo bằng điện thoại; d) Trong thời hạn 10 ngày làm việc từ khi nhận hồ sơ, lãnh đạo Cục sẽ xem xét cấp thẻ và gửi qua email; e) Kết quả được chuyển trực tiếp tại nơi cư trú của người nộp hồ sơ; f) Thẻ đăng kiểm viên sẽ có thời hạn sử dụng lên đến 60 tháng và tự động gia hạn khi không có tranh chấp pháp lý."
